pass_cmp_home_off,pass_att_home_off,pass_pct_home_off,pass_yds_home_off,pass_td_home_off,rush_att_home_off,rush_yds_home_off,rush_avg_home_off,rush_td_home_off,total_plays_home_off,total_yds_home_off,total_avg_home_off,penalty_num_home_off,penalty_yds_home_off,fumbles_home_off,interceptions_home_off,turnovers_home_off,pass_cmp_home_def,pass_att_home_def,pass_pct_home_def,pass_yds_home_def,pass_td_home_def,rush_att_home_def,rush_yds_home_def,rush_avg_home_def,rush_td_home_def,total_plays_home_def,total_yds_home_def,total_avg_home_def,penalty_num_home_def,penalty_yds_home_def,fumbles_home_def,interceptions_home_def,turnovers_home_def,pass_cmp,pass_att,pass_pct,pass_yds,pass_td,rush_att,rush_yds,rush_avg,rush_td,total_plays,total_yds,total_avg,penalty_num,penalty_yds,fumbles,interceptions,turnovers,pass_cmp_away_off,pass_att_away_off,pass_pct_away_off,pass_yds_away_off,pass_td_away_off,rush_att_away_off,rush_yds_away_off,rush_avg_away_off,rush_td_away_off,total_plays_away_off,total_yds_away_off,total_avg_away_off,penalty_num_away_off,penalty_yds_away_off,fumbles_away_off,interceptions_away_off,turnovers_away_off
14.1,25.3,55.6,184.8,1.1,39.2,166.9,4.3,1.8,64.5,351.7,5.5,5.3,49.3,0.5,0.9,1.4,14.9,25.8,57.9,173.5,1.2,37.4,170.4,4.6,1.3,63.2,343.9,5.4,7.0,61.0,0.6,0.8,1.4,21.6,37.1,58.2,307.4,2.8,40.4,160.6,4.0,2.2,77.4,467.9,6.0,5.8,52.7,0.4,1.1,1.4,17.8,30.4,58.6,217.8,1.7,40.2,195.8,4.9,1.8,70.6,413.6,5.9,7.6,67.0,1.0,1.1,2.1
21.6,37.1,58.2,307.4,2.8,40.4,160.6,4.0,2.2,77.4,467.9,6.0,5.8,52.7,0.4,1.1,1.4,17.8,30.4,58.6,217.8,1.7,40.2,195.8,4.9,1.8,70.6,413.6,5.9,7.6,67.0,1.0,1.1,2.1,17.8,30.3,58.6,172.2,0.7,38.4,138.6,3.6,1.5,68.7,310.8,4.5,5.0,40.7,0.3,0.8,1.1,15.8,28.3,56.0,234.9,1.9,38.1,163.2,4.3,1.2,66.4,398.1,6.0,5.4,47.4,0.7,0.5,1.2
17.5,31.8,55.2,191.2,0.9,37.2,169.6,4.6,2.0,69.0,360.8,5.2,6.1,50.5,0.6,0.8,1.5,20.0,35.0,57.1,208.8,0.8,33.7,97.5,2.9,0.5,68.7,306.3,4.5,8.7,68.4,0.5,0.9,1.4,17.6,27.1,64.9,251.9,2.6,36.1,191.2,5.3,1.9,63.2,443.1,7.0,5.1,43.2,0.3,0.8,1.1,19.0,33.8,56.2,189.7,0.7,30.9,78.9,2.6,0.2,64.7,268.5,4.2,6.6,51.3,0.3,1.1,1.4
17.5,31.8,55.2,191.2,0.9,37.2,169.6,4.6,2.0,69.0,360.8,5.2,6.1,50.5,0.6,0.8,1.5,20.0,35.0,57.1,208.8,0.8,33.7,97.5,2.9,0.5,68.7,306.3,4.5,8.7,68.4,0.5,0.9,1.4,17.1,28.5,59.9,197.9,1.5,36.9,169.3,4.6,1.3,65.4,367.2,5.6,6.1,51.2,0.4,0.8,1.3,18.3,27.9,65.4,273.0,2.3,40.7,183.1,4.5,1.6,68.6,456.1,6.7,5.6,51.8,0.8,0.3,1.1
24.0,36.9,65.0,288.4,2.9,30.9,126.6,4.1,0.9,67.8,415.0,6.1,7.4,64.5,0.3,0.5,0.8,18.1,34.3,52.7,207.6,1.6,32.5,124.1,3.8,0.8,66.8,331.7,5.0,6.9,57.2,0.1,1.3,1.3,17.5,31.8,55.2,191.2,0.9,37.2,169.6,4.6,2.0,69.0,360.8,5.2,6.1,50.5,0.6,0.8,1.5,20.0,35.0,57.1,208.8,0.8,33.7,97.5,2.9,0.5,68.7,306.3,4.5,8.7,68.4,0.5,0.9,1.4
17.5,31.8,55.2,191.2,0.9,37.2,169.6,4.6,2.0,69.0,360.8,5.2,6.1,50.5,0.6,0.8,1.5,20.0,35.0,57.1,208.8,0.8,33.7,97.5,2.9,0.5,68.7,306.3,4.5,8.7,68.4,0.5,0.9,1.4,14.1,25.3,55.6,184.8,1.1,39.2,166.9,4.3,1.8,64.5,351.7,5.5,5.3,49.3,0.5,0.9,1.4,14.9,25.8,57.9,173.5,1.2,37.4,170.4,4.6,1.3,63.2,343.9,5.4,7.0,61.0,0.6,0.8,1.4
13.0,23.9,54.4,153.0,0.8,40.8,214.3,5.3,2.3,64.7,367.3,5.7,7.0,57.7,0.5,0.5,1.0,18.6,28.1,66.2,204.3,1.8,36.3,127.9,3.5,1.0,64.3,332.2,5.2,4.7,44.6,0.3,0.3,0.6,17.5,31.8,55.2,191.2,0.9,37.2,169.6,4.6,2.0,69.0,360.8,5.2,6.1,50.5,0.6,0.8,1.5,20.0,35.0,57.1,208.8,0.8,33.7,97.5,2.9,0.5,68.7,306.3,4.5,8.7,68.4,0.5,0.9,1.4
17.5,31.8,55.2,191.2,0.9,37.2,169.6,4.6,2.0,69.0,360.8,5.2,6.1,50.5,0.6,0.8,1.5,20.0,35.0,57.1,208.8,0.8,33.7,97.5,2.9,0.5,68.7,306.3,4.5,8.7,68.4,0.5,0.9,1.4,17.4,28.3,61.5,201.6,1.7,37.2,177.8,4.8,1.8,65.5,379.4,5.8,6.9,62.5,0.8,1.0,1.8,19.3,33.1,58.2,233.2,2.1,39.5,145.8,3.7,1.3,72.6,379.0,5.2,8.5,70.7,0.5,1.2,1.7
17.0,27.9,60.9,236.5,1.6,38.8,210.2,5.4,2.2,66.7,446.7,6.7,6.2,55.3,0.5,0.5,1.0,21.7,33.2,65.3,245.6,1.5,36.2,158.1,4.4,1.8,69.4,403.7,5.8,5.5,45.2,0.4,0.8,1.2,17.5,31.8,55.2,191.2,0.9,37.2,169.6,4.6,2.0,69.0,360.8,5.2,6.1,50.5,0.6,0.8,1.5,20.0,35.0,57.1,208.8,0.8,33.7,97.5,2.9,0.5,68.7,306.3,4.5,8.7,68.4,0.5,0.9,1.4
17.5,31.8,55.2,191.2,0.9,37.2,169.6,4.6,2.0,69.0,360.8,5.2,6.1,50.5,0.6,0.8,1.5,20.0,35.0,57.1,208.8,0.8,33.7,97.5,2.9,0.5,68.7,306.3,4.5,8.7,68.4,0.5,0.9,1.4,17.3,33.9,51.1,163.8,0.9,31.3,101.3,3.2,0.7,65.3,265.2,4.1,6.8,49.2,0.4,1.4,1.8,20.4,33.5,60.9,256.6,2.5,42.3,196.7,4.6,2.3,75.8,453.3,6.0,5.9,61.0,0.3,0.8,1.2
16.2,27.7,58.6,201.2,1.7,35.8,137.2,3.8,0.7,63.5,338.3,5.3,5.8,45.9,1.0,0.8,1.8,15.1,25.9,58.2,180.8,1.2,37.3,175.0,4.7,1.4,63.2,355.8,5.6,4.6,42.6,0.7,1.2,1.8,17.5,31.8,55.2,191.2,0.9,37.2,169.6,4.6,2.0,69.0,360.8,5.2,6.1,50.5,0.6,0.8,1.5,20.0,35.0,57.1,208.8,0.8,33.7,97.5,2.9,0.5,68.7,306.3,4.5,8.7,68.4,0.5,0.9,1.4
17.5,31.8,55.2,191.2,0.9,37.2,169.6,4.6,2.0,69.0,360.8,5.2,6.1,50.5,0.6,0.8,1.5,20.0,35.0,57.1,208.8,0.8,33.7,97.5,2.9,0.5,68.7,306.3,4.5,8.7,68.4,0.5,0.9,1.4,24.1,34.3,70.2,263.8,1.7,31.5,160.8,5.1,1.9,65.8,424.7,6.5,4.8,38.6,0.4,0.7,1.1,16.4,26.8,61.0,187.8,1.5,34.4,122.9,3.6,0.8,61.2,310.7,5.1,5.2,47.8,0.3,0.8,1.2
24.0,36.9,65.0,288.4,2.9,30.9,126.6,4.1,0.9,67.8,415.0,6.1,7.4,64.5,0.3,0.5,0.8,18.1,34.3,52.7,207.6,1.6,32.5,124.1,3.8,0.8,66.8,331.7,5.0,6.9,57.2,0.1,1.3,1.3,15.9,29.5,54.0,192.4,0.5,40.5,161.1,4.0,2.1,70.0,353.5,5.1,5.1,46.1,0.8,1.0,1.8,20.8,31.7,65.8,265.4,2.2,35.8,206.8,5.8,2.3,67.4,472.3,7.0,5.1,44.9,0.6,0.8,1.4
39.8,54.2,73.6,378.3,2.8,20.8,63.2,3.0,0.8,74.9,441.5,5.9,7.5,57.2,0.7,0.7,1.4,19.7,30.8,63.8,231.8,1.5,31.2,113.4,3.6,1.2,62.1,345.2,5.6,6.9,55.9,0.4,0.8,1.2,24.0,36.9,65.0,288.4,2.9,30.9,126.6,4.1,0.9,67.8,415.0,6.1,7.4,64.5,0.3,0.5,0.8,18.1,34.3,52.7,207.6,1.6,32.5,124.1,3.8,0.8,66.8,331.7,5.0,6.9,57.2,0.1,1.3,1.3
24.0,36.9,65.0,288.4,2.9,30.9,126.6,4.1,0.9,67.8,415.0,6.1,7.4,64.5,0.3,0.5,0.8,18.1,34.3,52.7,207.6,1.6,32.5,124.1,3.8,0.8,66.8,331.7,5.0,6.9,57.2,0.1,1.3,1.3,20.7,34.3,60.3,262.6,1.8,34.5,121.9,3.5,1.3,68.8,384.5,5.6,6.8,52.1,0.6,1.3,1.9,22.6,34.1,66.3,267.8,2.1,36.3,166.8,4.6,2.1,70.3,434.6,6.2,7.4,72.8,1.1,0.8,1.8
14.1,25.3,55.6,184.8,1.1,39.2,166.9,4.3,1.8,64.5,351.7,5.5,5.3,49.3,0.5,0.9,1.4,14.9,25.8,57.9,173.5,1.2,37.4,170.4,4.6,1.3,63.2,343.9,5.4,7.0,61.0,0.6,0.8,1.4,24.0,36.9,65.0,288.4,2.9,30.9,126.6,4.1,0.9,67.8,415.0,6.1,7.4,64.5,0.3,0.5,0.8,18.1,34.3,52.7,207.6,1.6,32.5,124.1,3.8,0.8,66.8,331.7,5.0,6.9,57.2,0.1,1.3,1.3
24.0,36.9,65.0,288.4,2.9,30.9,126.6,4.1,0.9,67.8,415.0,6.1,7.4,64.5,0.3,0.5,0.8,18.1,34.3,52.7,207.6,1.6,32.5,124.1,3.8,0.8,66.8,331.7,5.0,6.9,57.2,0.1,1.3,1.3,17.0,27.9,60.9,236.5,1.6,38.8,210.2,5.4,2.2,66.7,446.7,6.7,6.2,55.3,0.5,0.5,1.0,21.7,33.2,65.3,245.6,1.5,36.2,158.1,4.4,1.8,69.4,403.7,5.8,5.5,45.2,0.4,0.8,1.2
17.4,28.3,61.5,201.6,1.7,37.2,177.8,4.8,1.8,65.5,379.4,5.8,6.9,62.5,0.8,1.0,1.8,19.3,33.1,58.2,233.2,2.1,39.5,145.8,3.7,1.3,72.6,379.0,5.2,8.5,70.7,0.5,1.2,1.7,24.0,36.9,65.0,288.4,2.9,30.9,126.6,4.1,0.9,67.8,415.0,6.1,7.4,64.5,0.3,0.5,0.8,18.1,34.3,52.7,207.6,1.6,32.5,124.1,3.8,0.8,66.8,331.7,5.0,6.9,57.2,0.1,1.3,1.3
24.0,36.9,65.0,288.4,2.9,30.9,126.6,4.1,0.9,67.8,415.0,6.1,7.4,64.5,0.3,0.5,0.8,18.1,34.3,52.7,207.6,1.6,32.5,124.1,3.8,0.8,66.8,331.7,5.0,6.9,57.2,0.1,1.3,1.3,13.0,23.9,54.4,153.0,0.8,40.8,214.3,5.3,2.3,64.7,367.3,5.7,7.0,57.7,0.5,0.5,1.0,18.6,28.1,66.2,204.3,1.8,36.3,127.9,3.5,1.0,64.3,332.2,5.2,4.7,44.6,0.3,0.3,0.6
24.0,36.9,65.0,288.4,2.9,30.9,126.6,4.1,0.9,67.8,415.0,6.1,7.4,64.5,0.3,0.5,0.8,18.1,34.3,52.7,207.6,1.6,32.5,124.1,3.8,0.8,66.8,331.7,5.0,6.9,57.2,0.1,1.3,1.3,18.2,29.2,62.4,255.7,2.0,39.5,212.7,5.4,2.3,68.7,468.4,6.8,7.3,69.2,0.4,0.7,1.1,18.0,29.6,60.8,238.0,2.1,38.7,180.6,4.7,1.8,68.3,418.6,6.1,6.2,54.8,0.3,0.8,1.2
17.4,28.3,61.5,201.6,1.7,37.2,177.8,4.8,1.8,65.5,379.4,5.8,6.9,62.5,0.8,1.0,1.8,19.3,33.1,58.2,233.2,2.1,39.5,145.8,3.7,1.3,72.6,379.0,5.2,8.5,70.7,0.5,1.2,1.7,17.0,27.9,60.9,236.5,1.6,38.8,210.2,5.4,2.2,66.7,446.7,6.7,6.2,55.3,0.5,0.5,1.0,21.7,33.2,65.3,245.6,1.5,36.2,158.1,4.4,1.8,69.4,403.7,5.8,5.5,45.2,0.4,0.8,1.2
17.0,27.9,60.9,236.5,1.6,38.8,210.2,5.4,2.2,66.7,446.7,6.7,6.2,55.3,0.5,0.5,1.0,21.7,33.2,65.3,245.6,1.5,36.2,158.1,4.4,1.8,69.4,403.7,5.8,5.5,45.2,0.4,0.8,1.2,29.2,46.1,63.3,392.6,2.6,28.2,123.3,4.4,1.8,74.3,515.9,6.9,6.4,56.8,0.5,1.0,1.5,18.8,31.3,59.8,240.2,2.2,39.0,225.8,5.8,1.8,70.3,466.0,6.6,6.6,59.3,0.5,0.7,1.2
17.0,27.9,60.9,236.5,1.6,38.8,210.2,5.4,2.2,66.7,446.7,6.7,6.2,55.3,0.5,0.5,1.0,21.7,33.2,65.3,245.6,1.5,36.2,158.1,4.4,1.8,69.4,403.7,5.8,5.5,45.2,0.4,0.8,1.2,14.1,25.3,55.6,184.8,1.1,39.2,166.9,4.3,1.8,64.5,351.7,5.5,5.3,49.3,0.5,0.9,1.4,14.9,25.8,57.9,173.5,1.2,37.4,170.4,4.6,1.3,63.2,343.9,5.4,7.0,61.0,0.6,0.8,1.4
17.0,27.9,60.9,236.5,1.6,38.8,210.2,5.4,2.2,66.7,446.7,6.7,6.2,55.3,0.5,0.5,1.0,21.7,33.2,65.3,245.6,1.5,36.2,158.1,4.4,1.8,69.4,403.7,5.8,5.5,45.2,0.4,0.8,1.2,13.0,23.9,54.4,153.0,0.8,40.8,214.3,5.3,2.3,64.7,367.3,5.7,7.0,57.7,0.5,0.5,1.0,18.6,28.1,66.2,204.3,1.8,36.3,127.9,3.5,1.0,64.3,332.2,5.2,4.7,44.6,0.3,0.3,0.6
22.1,34.2,64.6,237.9,0.8,43.4,181.2,4.2,1.8,77.6,419.1,5.4,6.5,61.7,1.0,0.8,1.8,20.1,33.7,59.7,311.8,2.7,38.8,206.7,5.3,2.2,72.5,518.4,7.2,6.4,53.6,0.5,0.7,1.2,17.0,27.9,60.9,236.5,1.6,38.8,210.2,5.4,2.2,66.7,446.7,6.7,6.2,55.3,0.5,0.5,1.0,21.7,33.2,65.3,245.6,1.5,36.2,158.1,4.4,1.8,69.4,403.7,5.8,5.5,45.2,0.4,0.8,1.2
17.0,27.9,60.9,236.5,1.6,38.8,210.2,5.4,2.2,66.7,446.7,6.7,6.2,55.3,0.5,0.5,1.0,21.7,33.2,65.3,245.6,1.5,36.2,158.1,4.4,1.8,69.4,403.7,5.8,5.5,45.2,0.4,0.8,1.2,18.6,28.2,66.1,225.6,1.8,37.8,199.8,5.3,2.1,65.9,425.4,6.5,4.8,42.2,0.8,1.0,1.8,20.6,31.0,66.5,218.6,1.5,30.8,122.2,4.0,0.9,61.8,340.8,5.5,5.9,45.6,0.2,0.7,0.9
17.0,27.9,60.9,236.5,1.6,38.8,210.2,5.4,2.2,66.7,446.7,6.7,6.2,55.3,0.5,0.5,1.0,21.7,33.2,65.3,245.6,1.5,36.2,158.1,4.4,1.8,69.4,403.7,5.8,5.5,45.2,0.4,0.8,1.2,4.2,8.7,48.7,95.5,0.6,64.0,328.4,5.1,3.4,72.7,423.9,5.8,4.2,38.8,0.4,0.3,0.7,14.6,26.2,55.9,193.5,1.2,30.3,102.5,3.4,1.4,56.5,296.0,5.2,5.5,44.1,0.6,0.6,1.2
17.4,28.3,61.5,201.6,1.7,37.2,177.8,4.8,1.8,65.5,379.4,5.8,6.9,62.5,0.8,1.0,1.8,19.3,33.1,58.2,233.2,2.1,39.5,145.8,3.7,1.3,72.6,379.0,5.2,8.5,70.7,0.5,1.2,1.7,22.2,34.7,64.1,282.5,2.3,34.5,144.2,4.2,1.8,69.2,426.7,6.2,5.7,49.0,0.5,0.8,1.2,20.2,33.0,61.1,224.2,1.0,34.9,136.2,3.9,1.0,67.9,360.5,5.3,6.9,54.2,0.8,1.2,1.9
17.4,28.3,61.5,201.6,1.7,37.2,177.8,4.8,1.8,65.5,379.4,5.8,6.9,62.5,0.8,1.0,1.8,19.3,33.1,58.2,233.2,2.1,39.5,145.8,3.7,1.3,72.6,379.0,5.2,8.5,70.7,0.5,1.2,1.7,13.0,23.9,54.4,153.0,0.8,40.8,214.3,5.3,2.3,64.7,367.3,5.7,7.0,57.7,0.5,0.5,1.0,18.6,28.1,66.2,204.3,1.8,36.3,127.9,3.5,1.0,64.3,332.2,5.2,4.7,44.6,0.3,0.3,0.6
18.2,29.2,62.4,255.7,2.0,39.5,212.7,5.4,2.3,68.7,468.4,6.8,7.3,69.2,0.4,0.7,1.1,18.0,29.6,60.8,238.0,2.1,38.7,180.6,4.7,1.8,68.3,418.6,6.1,6.2,54.8,0.3,0.8,1.2,17.4,28.3,61.5,201.6,1.7,37.2,177.8,4.8,1.8,65.5,379.4,5.8,6.9,62.5,0.8,1.0,1.8,19.3,33.1,58.2,233.2,2.1,39.5,145.8,3.7,1.3,72.6,379.0,5.2,8.5,70.7,0.5,1.2,1.7
17.4,28.3,61.5,201.6,1.7,37.2,177.8,4.8,1.8,65.5,379.4,5.8,6.9,62.5,0.8,1.0,1.8,19.3,33.1,58.2,233.2,2.1,39.5,145.8,3.7,1.3,72.6,379.0,5.2,8.5,70.7,0.5,1.2,1.7,13.6,27.7,49.1,153.1,0.9,34.6,148.0,4.3,1.2,62.3,301.1,4.8,6.3,61.2,0.8,0.9,1.7,16.5,25.6,64.5,249.6,2.0,40.2,237.0,5.9,3.6,65.8,486.6,7.4,6.3,57.9,0.8,0.2,0.9
14.1,25.3,55.6,184.8,1.1,39.2,166.9,4.3,1.8,64.5,351.7,5.5,5.3,49.3,0.5,0.9,1.4,14.9,25.8,57.9,173.5,1.2,37.4,170.4,4.6,1.3,63.2,343.9,5.4,7.0,61.0,0.6,0.8,1.4,17.4,28.3,61.5,201.6,1.7,37.2,177.8,4.8,1.8,65.5,379.4,5.8,6.9,62.5,0.8,1.0,1.8,19.3,33.1,58.2,233.2,2.1,39.5,145.8,3.7,1.3,72.6,379.0,5.2,8.5,70.7,0.5,1.2,1.7
20.4,32.0,63.7,254.2,2.0,37.8,209.9,5.5,1.9,69.8,464.1,6.6,8.1,71.0,0.2,1.4,1.6,17.4,30.5,57.1,203.9,1.4,36.7,163.9,4.5,1.4,67.2,367.8,5.5,5.2,43.0,0.3,0.7,1.0,17.4,28.3,61.5,201.6,1.7,37.2,177.8,4.8,1.8,65.5,379.4,5.8,6.9,62.5,0.8,1.0,1.8,19.3,33.1,58.2,233.2,2.1,39.5,145.8,3.7,1.3,72.6,379.0,5.2,8.5,70.7,0.5,1.2,1.7
13.6,27.7,49.1,153.1,0.9,34.6,148.0,4.3,1.2,62.3,301.1,4.8,6.3,61.2,0.8,0.9,1.7,16.5,25.6,64.5,249.6,2.0,40.2,237.0,5.9,3.6,65.8,486.6,7.4,6.3,57.9,0.8,0.2,0.9,14.1,25.3,55.6,184.8,1.1,39.2,166.9,4.3,1.8,64.5,351.7,5.5,5.3,49.3,0.5,0.9,1.4,14.9,25.8,57.9,173.5,1.2,37.4,170.4,4.6,1.3,63.2,343.9,5.4,7.0,61.0,0.6,0.8,1.4
17.8,30.3,58.8,177.9,0.8,29.9,109.0,3.6,1.0,60.3,286.9,4.8,5.8,44.0,0.9,0.8,1.7,15.5,25.4,61.0,177.9,2.1,45.7,223.2,4.9,2.8,71.1,401.1,5.6,3.7,35.8,0.6,0.5,1.1,14.1,25.3,55.6,184.8,1.1,39.2,166.9,4.3,1.8,64.5,351.7,5.5,5.3,49.3,0.5,0.9,1.4,14.9,25.8,57.9,173.5,1.2,37.4,170.4,4.6,1.3,63.2,343.9,5.4,7.0,61.0,0.6,0.8,1.4
14.1,25.3,55.6,184.8,1.1,39.2,166.9,4.3,1.8,64.5,351.7,5.5,5.3,49.3,0.5,0.9,1.4,14.9,25.8,57.9,173.5,1.2,37.4,170.4,4.6,1.3,63.2,343.9,5.4,7.0,61.0,0.6,0.8,1.4,23.2,34.9,66.3,233.5,1.4,35.6,180.3,5.1,1.6,70.5,413.8,5.9,6.4,59.2,0.2,0.8,1.0,15.1,25.3,59.6,206.8,1.8,42.8,227.8,5.3,2.4,68.2,434.6,6.4,5.0,43.6,0.4,0.8,1.2
13.0,23.9,54.4,153.0,0.8,40.8,214.3,5.3,2.3,64.7,367.3,5.7,7.0,57.7,0.5,0.5,1.0,18.6,28.1,66.2,204.3,1.8,36.3,127.9,3.5,1.0,64.3,332.2,5.2,4.7,44.6,0.3,0.3,0.6,14.1,25.3,55.6,184.8,1.1,39.2,166.9,4.3,1.8,64.5,351.7,5.5,5.3,49.3,0.5,0.9,1.4,14.9,25.8,57.9,173.5,1.2,37.4,170.4,4.6,1.3,63.2,343.9,5.4,7.0,61.0,0.6,0.8,1.4
