pass_cmp_home_off,pass_att_home_off,pass_pct_home_off,pass_yds_home_off,pass_td_home_off,rush_att_home_off,rush_yds_home_off,rush_avg_home_off,rush_td_home_off,total_plays_home_off,total_yds_home_off,total_avg_home_off,penalty_num_home_off,penalty_yds_home_off,fumbles_home_off,interceptions_home_off,turnovers_home_off,pass_cmp_home_def,pass_att_home_def,pass_pct_home_def,pass_yds_home_def,pass_td_home_def,rush_att_home_def,rush_yds_home_def,rush_avg_home_def,rush_td_home_def,total_plays_home_def,total_yds_home_def,total_avg_home_def,penalty_num_home_def,penalty_yds_home_def,fumbles_home_def,interceptions_home_def,turnovers_home_def,pass_cmp,pass_att,pass_pct,pass_yds,pass_td,rush_att,rush_yds,rush_avg,rush_td,total_plays,total_yds,total_avg,penalty_num,penalty_yds,fumbles,interceptions,turnovers,pass_cmp_away_off,pass_att_away_off,pass_pct_away_off,pass_yds_away_off,pass_td_away_off,rush_att_away_off,rush_yds_away_off,rush_avg_away_off,rush_td_away_off,total_plays_away_off,total_yds_away_off,total_avg_away_off,penalty_num_away_off,penalty_yds_away_off,fumbles_away_off,interceptions_away_off,turnovers_away_off
15.2,23.8,63.6,158.8,0.7,42.7,244.5,5.7,2.5,66.5,403.3,6.1,5.2,39.0,0.5,0.0,0.5,21.3,36.0,59.3,221.7,1.2,33.7,132.8,3.9,0.5,69.7,354.5,5.1,6.8,52.2,0.3,1.5,1.8,19.6,29.3,66.8,266.1,2.0,40.1,154.1,3.8,2.3,69.4,420.3,6.1,4.3,34.6,0.7,0.4,1.1,16.4,27.0,60.8,166.4,1.3,36.9,132.7,3.6,0.4,63.9,299.1,4.7,6.4,52.9,0.4,0.9,1.3
19.6,29.3,66.8,266.1,2.0,40.1,154.1,3.8,2.3,69.4,420.3,6.1,4.3,34.6,0.7,0.4,1.1,16.4,27.0,60.8,166.4,1.3,36.9,132.7,3.6,0.4,63.9,299.1,4.7,6.4,52.9,0.4,0.9,1.3,15.3,27.0,56.8,212.0,1.5,34.7,124.7,3.6,1.2,61.7,336.7,5.5,7.3,63.3,0.8,1.5,2.3,19.8,31.7,62.6,236.2,1.3,39.5,131.5,3.3,1.2,71.2,367.7,5.2,7.2,63.3,0.2,1.3,1.5
23.5,36.5,64.4,261.2,2.0,35.8,141.5,3.9,1.3,72.3,402.7,5.6,9.8,88.2,0.7,0.7,1.3,23.5,37.8,62.1,275.0,2.3,34.8,139.0,4.0,1.5,72.7,414.0,5.7,4.0,37.2,0.5,0.8,1.3,19.6,29.3,66.8,266.1,2.0,40.1,154.1,3.8,2.3,69.4,420.3,6.1,4.3,34.6,0.7,0.4,1.1,16.4,27.0,60.8,166.4,1.3,36.9,132.7,3.6,0.4,63.9,299.1,4.7,6.4,52.9,0.4,0.9,1.3
19.6,29.3,66.8,266.1,2.0,40.1,154.1,3.8,2.3,69.4,420.3,6.1,4.3,34.6,0.7,0.4,1.1,16.4,27.0,60.8,166.4,1.3,36.9,132.7,3.6,0.4,63.9,299.1,4.7,6.4,52.9,0.4,0.9,1.3,26.1,38.6,67.8,309.0,2.4,33.6,165.7,4.9,1.9,72.1,474.7,6.6,4.3,32.0,0.3,0.7,1.0,19.7,30.3,65.1,278.3,1.9,35.4,109.9,3.1,1.0,65.7,388.1,5.9,6.1,55.6,0.6,0.7,1.3
14.6,26.6,54.8,181.1,1.1,34.4,172.0,5.0,2.0,61.0,353.1,5.8,5.0,39.7,0.7,0.9,1.6,21.7,31.0,70.0,267.0,1.9,38.7,220.9,5.7,2.9,69.7,487.9,7.0,4.4,37.7,0.9,0.9,1.7,19.6,29.3,66.8,266.1,2.0,40.1,154.1,3.8,2.3,69.4,420.3,6.1,4.3,34.6,0.7,0.4,1.1,16.4,27.0,60.8,166.4,1.3,36.9,132.7,3.6,0.4,63.9,299.1,4.7,6.4,52.9,0.4,0.9,1.3
17.6,27.7,63.4,248.6,2.1,48.1,240.0,5.0,2.0,75.9,488.6,6.4,7.0,69.3,0.9,0.4,1.3,22.0,36.9,59.7,315.7,1.9,33.4,142.0,4.2,2.4,70.3,457.7,6.5,7.1,61.4,0.7,0.6,1.3,21.3,32.0,66.7,278.7,2.5,32.7,156.8,4.8,2.0,64.7,435.5,6.7,8.8,79.2,0.7,1.0,1.7,15.8,31.0,51.1,186.3,1.5,44.7,126.8,2.8,1.2,75.7,313.2,4.1,4.5,41.8,0.7,1.0,1.7
21.3,32.0,66.7,278.7,2.5,32.7,156.8,4.8,2.0,64.7,435.5,6.7,8.8,79.2,0.7,1.0,1.7,15.8,31.0,51.1,186.3,1.5,44.7,126.8,2.8,1.2,75.7,313.2,4.1,4.5,41.8,0.7,1.0,1.7,26.4,48.3,54.7,273.1,1.7,30.7,83.0,2.7,1.1,79.0,356.1,4.5,5.1,48.4,0.7,1.1,1.9,23.1,35.6,65.1,280.4,2.6,42.1,150.0,3.6,1.1,77.7,430.4,5.5,9.0,83.9,0.7,0.7,1.4
22.7,38.3,59.1,327.8,2.7,35.2,109.2,3.1,1.5,73.5,437.0,5.9,6.7,65.2,0.7,1.2,1.8,12.5,22.8,54.7,159.5,1.7,46.0,239.7,5.2,2.2,68.8,399.2,5.8,7.0,68.3,0.8,0.5,1.3,21.3,32.0,66.7,278.7,2.5,32.7,156.8,4.8,2.0,64.7,435.5,6.7,8.8,79.2,0.7,1.0,1.7,15.8,31.0,51.1,186.3,1.5,44.7,126.8,2.8,1.2,75.7,313.2,4.1,4.5,41.8,0.7,1.0,1.7
21.3,32.0,66.7,278.7,2.5,32.7,156.8,4.8,2.0,64.7,435.5,6.7,8.8,79.2,0.7,1.0,1.7,15.8,31.0,51.1,186.3,1.5,44.7,126.8,2.8,1.2,75.7,313.2,4.1,4.5,41.8,0.7,1.0,1.7,14.6,26.6,54.8,181.1,1.1,34.4,172.0,5.0,2.0,61.0,353.1,5.8,5.0,39.7,0.7,0.9,1.6,21.7,31.0,70.0,267.0,1.9,38.7,220.9,5.7,2.9,69.7,487.9,7.0,4.4,37.7,0.9,0.9,1.7
26.1,38.6,67.8,309.0,2.4,33.6,165.7,4.9,1.9,72.1,474.7,6.6,4.3,32.0,0.3,0.7,1.0,19.7,30.3,65.1,278.3,1.9,35.4,109.9,3.1,1.0,65.7,388.1,5.9,6.1,55.6,0.6,0.7,1.3,19.0,32.8,57.9,242.0,2.0,28.3,113.5,4.0,1.2,61.2,355.5,5.8,8.2,76.8,1.0,0.3,1.3,22.2,35.7,62.1,278.3,1.7,43.2,172.7,4.0,1.5,78.8,451.0,5.7,7.7,65.8,1.0,1.2,2.2
26.1,38.6,67.8,309.0,2.4,33.6,165.7,4.9,1.9,72.1,474.7,6.6,4.3,32.0,0.3,0.7,1.0,19.7,30.3,65.1,278.3,1.9,35.4,109.9,3.1,1.0,65.7,388.1,5.9,6.1,55.6,0.6,0.7,1.3,6.2,14.5,42.5,114.3,0.8,61.5,255.2,4.1,2.0,76.0,369.5,4.9,3.8,33.0,1.2,0.5,1.7,18.7,28.2,66.3,274.5,2.0,29.2,89.5,3.1,0.8,57.3,364.0,6.3,6.2,53.2,0.8,0.7,1.5
26.1,38.6,67.8,309.0,2.4,33.6,165.7,4.9,1.9,72.1,474.7,6.6,4.3,32.0,0.3,0.7,1.0,19.7,30.3,65.1,278.3,1.9,35.4,109.9,3.1,1.0,65.7,388.1,5.9,6.1,55.6,0.6,0.7,1.3,14.6,26.6,54.8,181.1,1.1,34.4,172.0,5.0,2.0,61.0,353.1,5.8,5.0,39.7,0.7,0.9,1.6,21.7,31.0,70.0,267.0,1.9,38.7,220.9,5.7,2.9,69.7,487.9,7.0,4.4,37.7,0.9,0.9,1.7
26.1,38.6,67.8,309.0,2.4,33.6,165.7,4.9,1.9,72.1,474.7,6.6,4.3,32.0,0.3,0.7,1.0,19.7,30.3,65.1,278.3,1.9,35.4,109.9,3.1,1.0,65.7,388.1,5.9,6.1,55.6,0.6,0.7,1.3,22.0,34.0,64.7,280.7,1.9,37.4,139.1,3.7,2.1,71.4,419.9,5.9,4.9,42.0,0.4,0.4,0.9,24.7,39.1,63.1,301.4,2.1,34.4,118.1,3.4,1.6,73.6,419.6,5.7,5.3,45.4,0.6,1.3,1.9
33.1,46.4,71.4,334.6,3.3,23.0,93.0,4.0,1.1,69.4,427.6,6.2,6.9,71.0,0.7,0.6,1.3,19.9,33.7,58.9,222.3,1.1,33.3,152.9,4.6,1.6,67.0,375.1,5.6,7.1,51.6,0.7,1.3,2.0,22.0,34.0,64.7,280.7,1.9,37.4,139.1,3.7,2.1,71.4,419.9,5.9,4.9,42.0,0.4,0.4,0.9,24.7,39.1,63.1,301.4,2.1,34.4,118.1,3.4,1.6,73.6,419.6,5.7,5.3,45.4,0.6,1.3,1.9
6.2,14.5,42.5,114.3,0.8,61.5,255.2,4.1,2.0,76.0,369.5,4.9,3.8,33.0,1.2,0.5,1.7,18.7,28.2,66.3,274.5,2.0,29.2,89.5,3.1,0.8,57.3,364.0,6.3,6.2,53.2,0.8,0.7,1.5,22.0,34.0,64.7,280.7,1.9,37.4,139.1,3.7,2.1,71.4,419.9,5.9,4.9,42.0,0.4,0.4,0.9,24.7,39.1,63.1,301.4,2.1,34.4,118.1,3.4,1.6,73.6,419.6,5.7,5.3,45.4,0.6,1.3,1.9
22.0,34.0,64.7,280.7,1.9,37.4,139.1,3.7,2.1,71.4,419.9,5.9,4.9,42.0,0.4,0.4,0.9,24.7,39.1,63.1,301.4,2.1,34.4,118.1,3.4,1.6,73.6,419.6,5.7,5.3,45.4,0.6,1.3,1.9,22.7,32.9,69.1,250.4,1.6,38.4,110.0,2.9,1.9,71.3,360.4,5.1,6.7,61.6,0.4,0.1,0.6,16.9,27.9,60.5,252.9,2.3,35.3,140.0,4.0,1.7,63.1,392.9,6.2,7.7,74.7,0.4,0.4,0.9
22.0,34.0,64.7,280.7,1.9,37.4,139.1,3.7,2.1,71.4,419.9,5.9,4.9,42.0,0.4,0.4,0.9,24.7,39.1,63.1,301.4,2.1,34.4,118.1,3.4,1.6,73.6,419.6,5.7,5.3,45.4,0.6,1.3,1.9,16.4,29.9,55.0,252.6,2.4,43.3,251.3,5.8,1.9,73.1,503.9,6.9,5.7,49.9,0.6,1.3,1.9,22.4,36.3,61.8,289.9,2.0,38.7,178.4,4.6,1.9,75.0,468.3,6.2,5.9,56.7,0.6,0.4,1.0
22.0,34.0,64.7,280.7,1.9,37.4,139.1,3.7,2.1,71.4,419.9,5.9,4.9,42.0,0.4,0.4,0.9,24.7,39.1,63.1,301.4,2.1,34.4,118.1,3.4,1.6,73.6,419.6,5.7,5.3,45.4,0.6,1.3,1.9,17.7,32.3,54.6,204.8,1.0,30.3,79.7,2.6,0.7,62.7,284.5,4.5,4.8,42.0,1.2,1.0,2.2,17.5,27.2,64.4,196.3,1.5,41.0,160.0,3.9,1.5,68.2,356.3,5.2,6.3,49.5,0.2,0.3,0.5
22.0,34.0,64.7,280.7,1.9,37.4,139.1,3.7,2.1,71.4,419.9,5.9,4.9,42.0,0.4,0.4,0.9,24.7,39.1,63.1,301.4,2.1,34.4,118.1,3.4,1.6,73.6,419.6,5.7,5.3,45.4,0.6,1.3,1.9,23.5,36.5,64.4,261.2,2.0,35.8,141.5,3.9,1.3,72.3,402.7,5.6,9.8,88.2,0.7,0.7,1.3,23.5,37.8,62.1,275.0,2.3,34.8,139.0,4.0,1.5,72.7,414.0,5.7,4.0,37.2,0.5,0.8,1.3
33.0,50.7,65.1,365.0,2.5,36.3,119.2,3.3,1.8,87.0,484.2,5.6,6.3,49.8,0.5,1.7,2.2,16.5,30.0,55.0,220.5,1.2,36.2,146.5,4.1,1.7,66.2,367.0,5.5,6.8,63.5,0.7,0.3,1.0,23.5,36.5,64.4,261.2,2.0,35.8,141.5,3.9,1.3,72.3,402.7,5.6,9.8,88.2,0.7,0.7,1.3,23.5,37.8,62.1,275.0,2.3,34.8,139.0,4.0,1.5,72.7,414.0,5.7,4.0,37.2,0.5,0.8,1.3
23.5,36.5,64.4,261.2,2.0,35.8,141.5,3.9,1.3,72.3,402.7,5.6,9.8,88.2,0.7,0.7,1.3,23.5,37.8,62.1,275.0,2.3,34.8,139.0,4.0,1.5,72.7,414.0,5.7,4.0,37.2,0.5,0.8,1.3,16.0,24.3,65.9,231.9,2.7,36.0,208.0,5.8,2.6,60.3,439.9,7.3,5.1,52.0,0.7,0.6,1.3,24.3,36.6,66.4,293.7,1.7,39.0,145.7,3.7,2.0,75.6,439.4,5.8,5.3,40.9,0.9,0.9,1.7
23.5,36.5,64.4,261.2,2.0,35.8,141.5,3.9,1.3,72.3,402.7,5.6,9.8,88.2,0.7,0.7,1.3,23.5,37.8,62.1,275.0,2.3,34.8,139.0,4.0,1.5,72.7,414.0,5.7,4.0,37.2,0.5,0.8,1.3,17.7,30.0,58.9,225.0,1.7,34.2,127.0,3.7,1.7,64.2,352.0,5.5,6.2,57.8,0.3,1.8,2.2,15.8,25.8,61.3,191.3,1.3,33.2,153.7,4.6,1.5,59.0,345.0,5.8,8.3,76.0,0.8,0.8,1.7
3.4,7.3,47.1,80.4,0.9,60.7,359.9,5.9,3.3,68.0,440.3,6.5,3.7,29.9,1.1,0.1,1.3,13.4,22.0,61.0,155.9,0.9,29.0,128.0,4.4,1.1,51.0,283.9,5.6,3.7,29.7,0.9,0.7,1.6,6.2,14.5,42.5,114.3,0.8,61.5,255.2,4.1,2.0,76.0,369.5,4.9,3.8,33.0,1.2,0.5,1.7,18.7,28.2,66.3,274.5,2.0,29.2,89.5,3.1,0.8,57.3,364.0,6.3,6.2,53.2,0.8,0.7,1.5
6.2,14.5,42.5,114.3,0.8,61.5,255.2,4.1,2.0,76.0,369.5,4.9,3.8,33.0,1.2,0.5,1.7,18.7,28.2,66.3,274.5,2.0,29.2,89.5,3.1,0.8,57.3,364.0,6.3,6.2,53.2,0.8,0.7,1.5,22.7,38.3,59.1,327.8,2.7,35.2,109.2,3.1,1.5,73.5,437.0,5.9,6.7,65.2,0.7,1.2,1.8,12.5,22.8,54.7,159.5,1.7,46.0,239.7,5.2,2.2,68.8,399.2,5.8,7.0,68.3,0.8,0.5,1.3
17.7,32.3,54.6,204.8,1.0,30.3,79.7,2.6,0.7,62.7,284.5,4.5,4.8,42.0,1.2,1.0,2.2,17.5,27.2,64.4,196.3,1.5,41.0,160.0,3.9,1.5,68.2,356.3,5.2,6.3,49.5,0.2,0.3,0.5,15.0,27.3,54.9,173.2,1.0,39.2,160.8,4.1,1.5,66.5,334.0,5.0,8.2,69.2,0.3,1.3,1.7,17.3,29.2,59.4,194.2,1.5,31.7,91.7,2.9,1.2,60.8,285.8,4.7,6.7,50.0,0.3,1.3,1.7
17.7,32.3,54.6,204.8,1.0,30.3,79.7,2.6,0.7,62.7,284.5,4.5,4.8,42.0,1.2,1.0,2.2,17.5,27.2,64.4,196.3,1.5,41.0,160.0,3.9,1.5,68.2,356.3,5.2,6.3,49.5,0.2,0.3,0.5,8.0,17.7,45.2,76.1,0.1,47.6,166.9,3.5,0.9,65.3,243.0,3.7,8.6,73.7,0.3,1.1,1.4,14.3,26.4,54.1,202.9,1.7,38.7,182.6,4.7,2.4,65.1,385.4,5.9,5.6,48.1,0.7,1.1,1.9
13.4,24.7,54.3,147.1,1.3,36.3,150.1,4.1,0.7,61.0,297.3,4.9,4.1,37.1,0.4,0.4,0.9,20.3,33.6,60.4,240.4,1.9,36.3,147.4,4.1,1.4,69.9,387.9,5.6,6.6,61.6,0.7,0.6,1.3,22.7,38.3,59.1,327.8,2.7,35.2,109.2,3.1,1.5,73.5,437.0,5.9,6.7,65.2,0.7,1.2,1.8,12.5,22.8,54.7,159.5,1.7,46.0,239.7,5.2,2.2,68.8,399.2,5.8,7.0,68.3,0.8,0.5,1.3
22.7,38.3,59.1,327.8,2.7,35.2,109.2,3.1,1.5,73.5,437.0,5.9,6.7,65.2,0.7,1.2,1.8,12.5,22.8,54.7,159.5,1.7,46.0,239.7,5.2,2.2,68.8,399.2,5.8,7.0,68.3,0.8,0.5,1.3,17.7,28.4,62.3,207.7,1.9,40.3,193.0,4.8,2.1,68.7,400.7,5.8,6.0,54.4,0.1,1.0,1.1,20.9,31.9,65.5,278.0,3.3,33.6,116.1,3.5,0.9,65.4,394.1,6.0,4.9,44.1,0.6,0.9,1.4
14.9,26.3,56.5,217.0,1.0,33.6,212.7,6.3,2.9,59.9,429.7,7.2,5.3,36.6,0.4,1.0,1.4,19.9,30.6,65.0,244.3,1.1,41.4,185.0,4.5,2.1,72.0,429.3,6.0,5.1,41.9,1.0,0.9,1.9,14.6,26.6,54.8,181.1,1.1,34.4,172.0,5.0,2.0,61.0,353.1,5.8,5.0,39.7,0.7,0.9,1.6,21.7,31.0,70.0,267.0,1.9,38.7,220.9,5.7,2.9,69.7,487.9,7.0,4.4,37.7,0.9,0.9,1.7
14.6,26.6,54.8,181.1,1.1,34.4,172.0,5.0,2.0,61.0,353.1,5.8,5.0,39.7,0.7,0.9,1.6,21.7,31.0,70.0,267.0,1.9,38.7,220.9,5.7,2.9,69.7,487.9,7.0,4.4,37.7,0.9,0.9,1.7,26.1,38.6,67.8,309.0,2.4,33.6,165.7,4.9,1.9,72.1,474.7,6.6,4.3,32.0,0.3,0.7,1.0,19.7,30.3,65.1,278.3,1.9,35.4,109.9,3.1,1.0,65.7,388.1,5.9,6.1,55.6,0.6,0.7,1.3
17.2,32.0,53.6,171.7,0.8,32.5,113.8,3.5,0.8,64.5,285.5,4.4,4.7,41.7,1.3,0.5,1.8,18.8,29.7,63.5,222.5,2.2,40.3,251.0,6.2,2.7,70.0,473.5,6.8,5.5,46.7,0.8,0.3,1.2,22.7,32.3,70.1,297.5,2.7,36.2,229.2,6.3,3.3,68.5,526.7,7.7,4.8,45.7,0.5,0.2,0.7,19.2,36.3,52.8,264.8,1.5,37.0,135.2,3.7,1.7,73.3,400.0,5.5,5.0,41.5,0.3,1.0,1.3
22.7,32.3,70.1,297.5,2.7,36.2,229.2,6.3,3.3,68.5,526.7,7.7,4.8,45.7,0.5,0.2,0.7,19.2,36.3,52.8,264.8,1.5,37.0,135.2,3.7,1.7,73.3,400.0,5.5,5.0,41.5,0.3,1.0,1.3,19.0,30.3,62.7,249.3,2.0,44.3,222.6,5.0,2.4,74.6,471.9,6.3,6.1,56.7,0.6,0.4,1.0,20.7,32.7,63.3,239.7,1.9,43.3,207.4,4.8,2.3,76.0,447.1,5.9,5.0,41.9,0.3,0.9,1.1
16.0,24.3,65.9,231.9,2.7,36.0,208.0,5.8,2.6,60.3,439.9,7.3,5.1,52.0,0.7,0.6,1.3,24.3,36.6,66.4,293.7,1.7,39.0,145.7,3.7,2.0,75.6,439.4,5.8,5.3,40.9,0.9,0.9,1.7,22.7,32.3,70.1,297.5,2.7,36.2,229.2,6.3,3.3,68.5,526.7,7.7,4.8,45.7,0.5,0.2,0.7,19.2,36.3,52.8,264.8,1.5,37.0,135.2,3.7,1.7,73.3,400.0,5.5,5.0,41.5,0.3,1.0,1.3
22.7,32.3,70.1,297.5,2.7,36.2,229.2,6.3,3.3,68.5,526.7,7.7,4.8,45.7,0.5,0.2,0.7,19.2,36.3,52.8,264.8,1.5,37.0,135.2,3.7,1.7,73.3,400.0,5.5,5.0,41.5,0.3,1.0,1.3,22.2,38.0,58.3,299.8,2.5,38.8,155.7,4.0,2.5,76.8,455.5,5.9,4.5,41.0,0.3,0.7,1.0,25.7,42.8,59.9,301.0,2.0,36.8,136.3,3.7,1.5,79.7,437.3,5.5,5.3,51.3,0.3,0.7,1.0
15.2,23.8,63.6,158.8,0.7,42.7,244.5,5.7,2.5,66.5,403.3,6.1,5.2,39.0,0.5,0.0,0.5,21.3,36.0,59.3,221.7,1.2,33.7,132.8,3.9,0.5,69.7,354.5,5.1,6.8,52.2,0.3,1.5,1.8,18.7,29.5,63.3,207.7,0.8,38.2,166.5,4.4,1.7,67.7,374.2,5.5,7.8,66.2,0.7,1.3,2.0,16.8,29.5,57.1,191.5,0.8,34.2,138.3,4.0,1.5,63.7,329.8,5.2,4.7,37.3,0.8,0.8,1.7
19.0,30.3,62.7,249.3,2.0,44.3,222.6,5.0,2.4,74.6,471.9,6.3,6.1,56.7,0.6,0.4,1.0,20.7,32.7,63.3,239.7,1.9,43.3,207.4,4.8,2.3,76.0,447.1,5.9,5.0,41.9,0.3,0.9,1.1,15.2,23.8,63.6,158.8,0.7,42.7,244.5,5.7,2.5,66.5,403.3,6.1,5.2,39.0,0.5,0.0,0.5,21.3,36.0,59.3,221.7,1.2,33.7,132.8,3.9,0.5,69.7,354.5,5.1,6.8,52.2,0.3,1.5,1.8
15.2,23.8,63.6,158.8,0.7,42.7,244.5,5.7,2.5,66.5,403.3,6.1,5.2,39.0,0.5,0.0,0.5,21.3,36.0,59.3,221.7,1.2,33.7,132.8,3.9,0.5,69.7,354.5,5.1,6.8,52.2,0.3,1.5,1.8,33.0,50.7,65.1,365.0,2.5,36.3,119.2,3.3,1.8,87.0,484.2,5.6,6.3,49.8,0.5,1.7,2.2,16.5,30.0,55.0,220.5,1.2,36.2,146.5,4.1,1.7,66.2,367.0,5.5,6.8,63.5,0.7,0.3,1.0
26.0,38.4,67.7,267.9,1.9,31.1,101.7,3.3,0.9,69.6,369.6,5.3,5.7,48.0,0.6,1.0,1.6,15.9,27.4,57.8,184.4,1.3,31.9,105.3,3.3,0.6,59.3,289.7,4.9,5.0,41.6,0.9,0.6,1.4,15.2,23.8,63.6,158.8,0.7,42.7,244.5,5.7,2.5,66.5,403.3,6.1,5.2,39.0,0.5,0.0,0.5,21.3,36.0,59.3,221.7,1.2,33.7,132.8,3.9,0.5,69.7,354.5,5.1,6.8,52.2,0.3,1.5,1.8
19.7,28.7,68.7,253.7,2.3,36.1,179.9,5.0,1.9,64.9,433.6,6.7,5.3,41.3,0.1,0.4,0.6,24.1,36.9,65.5,228.7,1.0,36.1,118.7,3.3,1.1,73.0,347.4,4.8,7.1,51.9,0.1,0.7,0.9,17.4,25.4,68.5,213.6,1.4,38.0,132.6,3.5,1.6,63.4,346.1,5.5,5.1,47.6,0.6,0.6,1.1,21.9,32.3,67.7,272.0,1.9,34.9,149.3,4.3,2.1,67.1,421.3,6.3,7.0,68.6,0.1,0.7,0.9
19.7,28.7,68.7,253.7,2.3,36.1,179.9,5.0,1.9,64.9,433.6,6.7,5.3,41.3,0.1,0.4,0.6,24.1,36.9,65.5,228.7,1.0,36.1,118.7,3.3,1.1,73.0,347.4,4.8,7.1,51.9,0.1,0.7,0.9,22.1,33.6,66.0,276.3,3.0,36.1,236.7,6.5,2.3,69.7,513.0,7.4,9.4,79.9,0.9,0.7,1.6,17.0,31.1,54.6,197.6,1.1,35.9,98.4,2.7,0.9,67.0,296.0,4.4,6.4,47.1,0.6,0.4,1.0
33.0,50.7,65.1,365.0,2.5,36.3,119.2,3.3,1.8,87.0,484.2,5.6,6.3,49.8,0.5,1.7,2.2,16.5,30.0,55.0,220.5,1.2,36.2,146.5,4.1,1.7,66.2,367.0,5.5,6.8,63.5,0.7,0.3,1.0,19.7,28.7,68.7,253.7,2.3,36.1,179.9,5.0,1.9,64.9,433.6,6.7,5.3,41.3,0.1,0.4,0.6,24.1,36.9,65.5,228.7,1.0,36.1,118.7,3.3,1.1,73.0,347.4,4.8,7.1,51.9,0.1,0.7,0.9
19.7,28.7,68.7,253.7,2.3,36.1,179.9,5.0,1.9,64.9,433.6,6.7,5.3,41.3,0.1,0.4,0.6,24.1,36.9,65.5,228.7,1.0,36.1,118.7,3.3,1.1,73.0,347.4,4.8,7.1,51.9,0.1,0.7,0.9,25.0,39.0,64.1,271.0,1.8,38.2,191.3,5.0,2.7,77.2,462.3,6.0,6.5,55.7,0.5,0.5,1.0,17.2,29.3,58.5,262.5,2.0,31.8,112.0,3.5,1.7,61.2,374.5,6.1,7.5,70.0,0.7,0.3,1.0
19.7,28.7,68.7,253.7,2.3,36.1,179.9,5.0,1.9,64.9,433.6,6.7,5.3,41.3,0.1,0.4,0.6,24.1,36.9,65.5,228.7,1.0,36.1,118.7,3.3,1.1,73.0,347.4,4.8,7.1,51.9,0.1,0.7,0.9,19.0,30.3,62.7,249.3,2.0,44.3,222.6,5.0,2.4,74.6,471.9,6.3,6.1,56.7,0.6,0.4,1.0,20.7,32.7,63.3,239.7,1.9,43.3,207.4,4.8,2.3,76.0,447.1,5.9,5.0,41.9,0.3,0.9,1.1
19.7,28.7,68.7,253.7,2.3,36.1,179.9,5.0,1.9,64.9,433.6,6.7,5.3,41.3,0.1,0.4,0.6,24.1,36.9,65.5,228.7,1.0,36.1,118.7,3.3,1.1,73.0,347.4,4.8,7.1,51.9,0.1,0.7,0.9,26.0,38.4,67.7,267.9,1.9,31.1,101.7,3.3,0.9,69.6,369.6,5.3,5.7,48.0,0.6,1.0,1.6,15.9,27.4,57.8,184.4,1.3,31.9,105.3,3.3,0.6,59.3,289.7,4.9,5.0,41.6,0.9,0.6,1.4
22.2,38.0,58.3,299.8,2.5,38.8,155.7,4.0,2.5,76.8,455.5,5.9,4.5,41.0,0.3,0.7,1.0,25.7,42.8,59.9,301.0,2.0,36.8,136.3,3.7,1.5,79.7,437.3,5.5,5.3,51.3,0.3,0.7,1.0,22.9,41.1,55.6,258.3,1.9,36.1,134.3,3.7,1.6,77.3,392.6,5.1,7.3,67.3,1.4,0.6,2.0,21.3,35.3,60.3,244.0,2.0,36.9,124.3,3.4,1.9,72.1,368.3,5.1,5.1,44.1,0.9,0.3,1.1
22.2,38.0,58.3,299.8,2.5,38.8,155.7,4.0,2.5,76.8,455.5,5.9,4.5,41.0,0.3,0.7,1.0,25.7,42.8,59.9,301.0,2.0,36.8,136.3,3.7,1.5,79.7,437.3,5.5,5.3,51.3,0.3,0.7,1.0,18.5,28.7,64.5,217.0,1.2,31.7,136.3,4.3,1.8,60.3,353.3,5.9,7.8,75.8,0.7,0.7,1.3,22.5,35.0,64.3,241.7,1.3,38.0,166.8,4.4,2.3,73.0,408.5,5.6,5.7,50.7,0.0,1.2,1.2
20.8,31.0,67.2,277.2,2.0,39.5,184.7,4.7,3.0,70.5,461.8,6.6,5.7,49.8,0.7,0.7,1.3,21.5,34.8,61.7,233.2,1.3,34.5,116.8,3.4,1.2,69.3,350.0,5.0,6.3,53.3,0.3,0.7,1.0,22.2,38.0,58.3,299.8,2.5,38.8,155.7,4.0,2.5,76.8,455.5,5.9,4.5,41.0,0.3,0.7,1.0,25.7,42.8,59.9,301.0,2.0,36.8,136.3,3.7,1.5,79.7,437.3,5.5,5.3,51.3,0.3,0.7,1.0
22.2,38.0,58.3,299.8,2.5,38.8,155.7,4.0,2.5,76.8,455.5,5.9,4.5,41.0,0.3,0.7,1.0,25.7,42.8,59.9,301.0,2.0,36.8,136.3,3.7,1.5,79.7,437.3,5.5,5.3,51.3,0.3,0.7,1.0,33.0,50.7,65.1,365.0,2.5,36.3,119.2,3.3,1.8,87.0,484.2,5.6,6.3,49.8,0.5,1.7,2.2,16.5,30.0,55.0,220.5,1.2,36.2,146.5,4.1,1.7,66.2,367.0,5.5,6.8,63.5,0.7,0.3,1.0
25.0,39.0,64.1,271.0,1.8,38.2,191.3,5.0,2.7,77.2,462.3,6.0,6.5,55.7,0.5,0.5,1.0,17.2,29.3,58.5,262.5,2.0,31.8,112.0,3.5,1.7,61.2,374.5,6.1,7.5,70.0,0.7,0.3,1.0,16.0,24.3,65.9,231.9,2.7,36.0,208.0,5.8,2.6,60.3,439.9,7.3,5.1,52.0,0.7,0.6,1.3,24.3,36.6,66.4,293.7,1.7,39.0,145.7,3.7,2.0,75.6,439.4,5.8,5.3,40.9,0.9,0.9,1.7
